prompt,Payment ID,Sentiment_Result,Sentiment_Label,Sentiment_Score
"Payment PAYMENT-000572 of ₹9045 from account XXXXXXXX3124 was processed on 2025-06-17 with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000572,"{'label': 'LABEL_1', 'score': 0.511}",LABEL_1,0.511
"Payment PAYMENT-000573 of ₹3821 from account XXXXXXXX4801 was processed on 2025-06-26 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000573,"{'label': 'LABEL_0', 'score': 0.643}",LABEL_0,0.643
"Payment PAYMENT-000574 of ₹1350 from account XXXXXXXX8654 was processed on 2025-06-12 with Single validation.
First validation completed on 20250611 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000574,"{'label': 'LABEL_0', 'score': 0.692}",LABEL_0,0.692
"Payment PAYMENT-000575 of ₹8098 from account XXXXXXXX7861 was processed on 2025-06-25 with Dual validation.
First validation completed on 20250622 with outcome: PASSED.
Second validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000575,"{'label': 'LABEL_0', 'score': 0.595}",LABEL_0,0.595
"Payment PAYMENT-000576 of ₹9032 from account XXXXXXXX6549 was processed on 2025-07-27 with Dual validation.
First validation completed on 20250726 with outcome: PASSED.
Second validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000576,"{'label': 'LABEL_0', 'score': 0.541}",LABEL_0,0.541
"Payment PAYMENT-000577 of ₹2386 from account XXXXXXXX1404 was processed on 2025-07-02 with Single validation.
First validation completed on 20250630 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000577,"{'label': 'LABEL_0', 'score': 0.676}",LABEL_0,0.676
"Payment PAYMENT-000578 of ₹5943 from account XXXXXXXX8207 was processed on 2025-07-20 with Dual validation.
First validation completed on 20250718 with outcome: PASSED.
Second validation completed on 20250716 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000578,"{'label': 'LABEL_0', 'score': 0.514}",LABEL_0,0.514
"Payment PAYMENT-000579 of ₹8510 from account XXXXXXXX3407 was processed on 2025-07-15 with Single validation.
First validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000579,"{'label': 'LABEL_0', 'score': 0.602}",LABEL_0,0.602
"Payment PAYMENT-000580 of ₹577 from account XXXXXXXX5460 was processed on 2025-07-15 with Single validation.
First validation completed on 20250710 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000580,"{'label': 'LABEL_0', 'score': 0.664}",LABEL_0,0.664
"Payment PAYMENT-000581 of ₹6306 from account XXXXXXXX5322 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000581,"{'label': 'LABEL_1', 'score': 0.552}",LABEL_1,0.552
"Payment PAYMENT-000582 of ₹447 from account XXXXXXXX5829 was processed on 2025-06-13 with Single validation.
First validation completed on 20250610 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000582,"{'label': 'LABEL_0', 'score': 0.622}",LABEL_0,0.622
"Payment PAYMENT-000583 of ₹2554 from account XXXXXXXX4063 was processed on 2025-07-27 with Single validation.
First validation completed on 20250724 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000583,"{'label': 'LABEL_0', 'score': 0.67}",LABEL_0,0.67
"Payment PAYMENT-000584 of ₹3075 from account XXXXXXXX2262 was processed on 2025-07-27 with Single validation.
First validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000584,"{'label': 'LABEL_0', 'score': 0.606}",LABEL_0,0.606
"Payment PAYMENT-000585 of ₹3117 from account XXXXXXXX8684 was processed on 2025-07-07 with Single validation.
First validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000585,"{'label': 'LABEL_0', 'score': 0.642}",LABEL_0,0.642
"Payment PAYMENT-000586 of ₹3795 from account XXXXXXXX1956 was processed on 2025-06-08 with Single validation.
First validation completed on 20250604 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000586,"{'label': 'LABEL_0', 'score': 0.675}",LABEL_0,0.675
"Payment PAYMENT-000587 of ₹3839 from account XXXXXXXX1908 was processed on 2025-06-21 with Single validation.
First validation completed on 20250618 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000587,"{'label': 'LABEL_0', 'score': 0.641}",LABEL_0,0.641
"Payment PAYMENT-000588 of ₹436 from account XXXXXXXX4892 was processed on 2025-07-03 with Single validation.
First validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000588,"{'label': 'LABEL_0', 'score': 0.66}",LABEL_0,0.66
"Payment PAYMENT-000589 of ₹1010 from account XXXXXXXX2640 was processed on 2025-07-24 with Single validation.
First validation completed on 20250723 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000589,"{'label': 'LABEL_0', 'score': 0.664}",LABEL_0,0.664
"Payment PAYMENT-000590 of ₹3576 from account XXXXXXXX2747 was processed on 2025-06-28 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000590,"{'label': 'LABEL_0', 'score': 0.717}",LABEL_0,0.717
"Payment PAYMENT-000591 of ₹6361 from account XXXXXXXX9210 was processed on 2025-06-02 with Dual validation.
First validation completed on 20250528 with outcome: PASSED.
Second validation completed on 20250527 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000591,"{'label': 'LABEL_1', 'score': 0.508}",LABEL_1,0.508
"Payment PAYMENT-000592 of ₹5921 from account XXXXXXXX4573 was processed on 2025-06-13 with Single validation.
First validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000592,"{'label': 'LABEL_0', 'score': 0.58}",LABEL_0,0.58
"Payment PAYMENT-000593 of ₹8965 from account XXXXXXXX1742 was processed on 2025-07-18 with Dual validation.
First validation completed on 20250717 with outcome: PASSED.
Second validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000593,"{'label': 'LABEL_1', 'score': 0.501}",LABEL_1,0.501
"Payment PAYMENT-000594 of ₹2213 from account XXXXXXXX4061 was processed on 2025-07-25 with Single validation.
First validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000594,"{'label': 'LABEL_0', 'score': 0.556}",LABEL_0,0.556
"Payment PAYMENT-000595 of ₹6611 from account XXXXXXXX7505 was processed on 2025-07-30 with Dual validation.
First validation completed on 20250727 with outcome: PASSED.
Second validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000595,"{'label': 'LABEL_0', 'score': 0.524}",LABEL_0,0.524
"Payment PAYMENT-000596 of ₹6349 from account XXXXXXXX2423 was processed on 2025-07-18 with Dual validation.
First validation completed on 20250714 with outcome: PASSED.
Second validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000596,"{'label': 'LABEL_0', 'score': 0.534}",LABEL_0,0.534
"Payment PAYMENT-000597 of ₹4714 from account XXXXXXXX7450 was processed on 2025-07-16 with Single validation.
First validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000597,"{'label': 'LABEL_0', 'score': 0.632}",LABEL_0,0.632
"Payment PAYMENT-000598 of ₹497 from account XXXXXXXX9002 was processed on 2025-07-02 with Single validation.
First validation completed on 20250627 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000598,"{'label': 'LABEL_0', 'score': 0.663}",LABEL_0,0.663
"Payment PAYMENT-000599 of ₹2751 from account XXXXXXXX4213 was processed on 2025-06-03 with Single validation.
First validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000599,"{'label': 'LABEL_0', 'score': 0.545}",LABEL_0,0.545
"Payment PAYMENT-000600 of ₹8868 from account XXXXXXXX1485 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250719 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000600,"{'label': 'LABEL_1', 'score': 0.501}",LABEL_1,0.501
"Payment PAYMENT-000601 of ₹7758 from account XXXXXXXX6933 was processed on 2025-07-08 with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250703 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000601,"{'label': 'LABEL_1', 'score': 0.553}",LABEL_1,0.553
"Payment PAYMENT-000602 of ₹4153 from account XXXXXXXX6956 was processed on 2025-06-07 with Single validation.
First validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000602,"{'label': 'LABEL_0', 'score': 0.59}",LABEL_0,0.59
"Payment PAYMENT-000603 of ₹5915 from account XXXXXXXX1802 was processed on 2025-07-12 with Dual validation.
First validation completed on 20250707 with outcome: PASSED.
Second validation completed on 20250706 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000603,"{'label': 'LABEL_1', 'score': 0.531}",LABEL_1,0.531
"Payment PAYMENT-000604 of ₹3661 from account XXXXXXXX7593 was processed on 2025-06-24 with Single validation.
First validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000604,"{'label': 'LABEL_0', 'score': 0.674}",LABEL_0,0.674
"Payment PAYMENT-000605 of ₹5901 from account XXXXXXXX3761 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250703 with outcome: PASSED.
Second validation completed on 20250701 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000605,"{'label': 'LABEL_0', 'score': 0.546}",LABEL_0,0.546
