prompt,Payment ID,NER_Entities,NER_Overlay
"Payment PAYMENT-000520 of ₹4069 from account XXXXXXXX4164 was processed on 2025-07-25 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000520,"[{'text': 'PAYMENT-000520', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹4069', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX4164', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-25', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000520|] of [₹4069|] from account [XXXXXXXX4164|] was processed on [2025-07-25|] with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000521 of ₹2393 from account XXXXXXXX3006 was processed on 2025-06-07 with Single validation.
First validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000521,"[{'text': 'PAYMENT-000521', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹2393', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX3006', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-07', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000521|] of [₹2393|] from account [XXXXXXXX3006|] was processed on [2025-06-07|] with Single validation.
First validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000522 of ₹2840 from account XXXXXXXX2445 was processed on 2025-06-12 with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000522,"[{'text': 'PAYMENT-000522', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹2840', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2445', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-12', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000522|] of [₹2840|] from account [XXXXXXXX2445|] was processed on [2025-06-12|] with Single validation.
First validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000523 of ₹9365 from account XXXXXXXX2397 was processed on 2025-06-30 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000523,"[{'text': 'PAYMENT-000523', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9365', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2397', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-30', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000523|] of [₹9365|] from account [XXXXXXXX2397|] was processed on [2025-06-30|] with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000524 of ₹7864 from account XXXXXXXX8965 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250720 with outcome: PASSED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000524,"[{'text': 'PAYMENT-000524', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7864', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX8965', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-24', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000524|] of [₹7864|] from account [XXXXXXXX8965|] was processed on [2025-07-24|] with Dual validation.
First validation completed on 20250720 with outcome: PASSED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000525 of ₹8467 from account XXXXXXXX9376 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000525,"[{'text': 'PAYMENT-000525', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹8467', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX9376', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-02', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000525|] of [₹8467|] from account [XXXXXXXX9376|] was processed on [2025-07-02|] with Dual validation.
First validation completed on 20250629 with outcome: PASSED.
Second validation completed on 20250628 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000526 of ₹9197 from account XXXXXXXX6507 was processed on 2025-07-12 with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250710 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000526,"[{'text': 'PAYMENT-000526', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9197', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX6507', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-12', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000526|] of [₹9197|] from account [XXXXXXXX6507|] was processed on [2025-07-12|] with Dual validation.
First validation completed on 20250711 with outcome: PASSED.
Second validation completed on 20250710 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000527 of ₹2315 from account XXXXXXXX3343 was processed on 2025-06-25 with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000527,"[{'text': 'PAYMENT-000527', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹2315', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX3343', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-25', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000527|] of [₹2315|] from account [XXXXXXXX3343|] was processed on [2025-06-25|] with Single validation.
First validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000528 of ₹5834 from account XXXXXXXX7145 was processed on 2025-07-26 with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000528,"[{'text': 'PAYMENT-000528', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹5834', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX7145', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-26', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000528|] of [₹5834|] from account [XXXXXXXX7145|] was processed on [2025-07-26|] with Dual validation.
First validation completed on 20250724 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000529 of ₹7053 from account XXXXXXXX9319 was processed on 2025-07-20 with Dual validation.
First validation completed on 20250715 with outcome: PASSED.
Second validation completed on 20250713 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000529,"[{'text': 'PAYMENT-000529', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7053', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX9319', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-20', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000529|] of [₹7053|] from account [XXXXXXXX9319|] was processed on [2025-07-20|] with Dual validation.
First validation completed on 20250715 with outcome: PASSED.
Second validation completed on 20250713 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000530 of ₹9816 from account XXXXXXXX9552 was processed on 2025-07-24 with Dual validation.
First validation completed on 20250723 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000530,"[{'text': 'PAYMENT-000530', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9816', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX9552', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-24', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000530|] of [₹9816|] from account [XXXXXXXX9552|] was processed on [2025-07-24|] with Dual validation.
First validation completed on 20250723 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000531 of ₹7228 from account XXXXXXXX3514 was processed on 2025-07-13 with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000531,"[{'text': 'PAYMENT-000531', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹7228', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX3514', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-13', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000531|] of [₹7228|] from account [XXXXXXXX3514|] was processed on [2025-07-13|] with Dual validation.
First validation completed on 20250710 with outcome: PASSED.
Second validation completed on 20250707 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000532 of ₹9535 from account XXXXXXXX2189 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250601 with outcome: FAILED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000532,"[{'text': 'PAYMENT-000532', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹9535', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2189', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-06-06', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000532|] of [₹9535|] from account [XXXXXXXX2189|] was processed on [2025-06-06|] with Dual validation.
First validation completed on 20250601 with outcome: FAILED.
Second validation completed on 20250531 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
"Payment PAYMENT-000533 of ₹3844 from account XXXXXXXX2028 was processed on 2025-07-20 with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?",PAYMENT-000533,"[{'text': 'PAYMENT-000533', 'label': 'PAYMENT_ID', 'score': np.float32(0.999), 'start': 8, 'end': 22}, {'text': '₹3844', 'label': 'AMOUNT', 'score': np.float32(0.999), 'start': 26, 'end': 31}, {'text': 'XXXXXXXX2028', 'label': 'ACCOUNT', 'score': np.float32(0.999), 'start': 45, 'end': 57}, {'text': '2025-07-20', 'label': 'DATE', 'score': np.float32(0.999), 'start': 75, 'end': 85}]","Payment [PAYMENT-000533|] of [₹3844|] from account [XXXXXXXX2028|] was processed on [2025-07-20|] with Single validation.
First validation completed on 20250717 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations passed for this payment?"
