prompt,Payment ID,NER_Entities
"Payment PAYMENT-000608 of ₹5420 from account XXXXXXXX1747 was processed on 2025-07-08 with Dual validation.
First validation completed on 20250706 with outcome: PASSED.
Second validation completed on 20250704 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000608,{}
"Payment PAYMENT-000609 of ₹3420 from account XXXXXXXX8081 was processed on 2025-07-16 with Single validation.
First validation completed on 20250712 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000609,{}
"Payment PAYMENT-000610 of ₹6688 from account XXXXXXXX6219 was processed on 2025-07-11 with Dual validation.
First validation completed on 20250707 with outcome: PASSED.
Second validation completed on 20250705 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000610,{}
"Payment PAYMENT-000611 of ₹8365 from account XXXXXXXX4831 was processed on 2025-06-17 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000611,{}
"Payment PAYMENT-000612 of ₹5149 from account XXXXXXXX6070 was processed on 2025-06-10 with Dual validation.
First validation completed on 20250607 with outcome: PASSED.
Second validation completed on 20250606 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000612,{}
"Payment PAYMENT-000613 of ₹8368 from account XXXXXXXX3148 was processed on 2025-06-19 with Dual validation.
First validation completed on 20250614 with outcome: PASSED.
Second validation completed on 20250612 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000613,{}
"Payment PAYMENT-000614 of ₹6916 from account XXXXXXXX9662 was processed on 2025-07-17 with Dual validation.
First validation completed on 20250712 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000614,{}
"Payment PAYMENT-000615 of ₹3277 from account XXXXXXXX1599 was processed on 2025-06-06 with Single validation.
First validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000615,{}
"Payment PAYMENT-000616 of ₹5284 from account XXXXXXXX8908 was processed on 2025-06-14 with Dual validation.
First validation completed on 20250612 with outcome: PASSED.
Second validation completed on 20250609 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000616,{}
"Payment PAYMENT-000617 of ₹9278 from account XXXXXXXX9719 was processed on 2025-07-07 with Dual validation.
First validation completed on 20250704 with outcome: FAILED.
Second validation completed on 20250702 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000617,{}
"Payment PAYMENT-000618 of ₹3060 from account XXXXXXXX3324 was processed on 2025-07-12 with Single validation.
First validation completed on 20250708 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000618,{}
"Payment PAYMENT-000619 of ₹2262 from account XXXXXXXX6813 was processed on 2025-06-04 with Single validation.
First validation completed on 20250603 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000619,{}
"Payment PAYMENT-000620 of ₹9970 from account XXXXXXXX7871 was processed on 2025-06-28 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000620,{}
"Payment PAYMENT-000621 of ₹8662 from account XXXXXXXX3018 was processed on 2025-06-24 with Dual validation.
First validation completed on 20250620 with outcome: PASSED.
Second validation completed on 20250619 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000621,{}
"Payment PAYMENT-000622 of ₹5420 from account XXXXXXXX4542 was processed on 2025-07-26 with Dual validation.
First validation completed on 20250722 with outcome: PASSED.
Second validation completed on 20250721 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000622,{}
"Payment PAYMENT-000623 of ₹3053 from account XXXXXXXX5261 was processed on 2025-07-25 with Single validation.
First validation completed on 20250720 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000623,{}
"Payment PAYMENT-000624 of ₹7414 from account XXXXXXXX5172 was processed on 2025-06-26 with Dual validation.
First validation completed on 20250625 with outcome: PASSED.
Second validation completed on 20250622 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000624,{}
"Payment PAYMENT-000625 of ₹3355 from account XXXXXXXX7691 was processed on 2025-06-11 with Single validation.
First validation completed on 20250608 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000625,{}
"Payment PAYMENT-000626 of ₹112 from account XXXXXXXX8129 was processed on 2025-07-25 with Single validation.
First validation completed on 20250724 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000626,{}
"Payment PAYMENT-000627 of ₹5991 from account XXXXXXXX2277 was processed on 2025-06-20 with Dual validation.
First validation completed on 20250618 with outcome: PASSED.
Second validation completed on 20250615 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000627,{}
"Payment PAYMENT-000628 of ₹1774 from account XXXXXXXX8291 was processed on 2025-07-17 with Single validation.
First validation completed on 20250713 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000628,{}
"Payment PAYMENT-000629 of ₹9896 from account XXXXXXXX1653 was processed on 2025-07-21 with Dual validation.
First validation completed on 20250720 with outcome: FAILED.
Second validation completed on 20250718 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000629,{}
"Payment PAYMENT-000630 of ₹7522 from account XXXXXXXX6572 was processed on 2025-06-04 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250601 with outcome: FAILED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000630,{}
"Payment PAYMENT-000631 of ₹4134 from account XXXXXXXX2975 was processed on 2025-06-01 with Single validation.
First validation completed on 20250528 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000631,{}
"Payment PAYMENT-000632 of ₹5706 from account XXXXXXXX2345 was processed on 2025-07-02 with Dual validation.
First validation completed on 20250627 with outcome: PASSED.
Second validation completed on 20250624 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000632,{}
"Payment PAYMENT-000633 of ₹9634 from account XXXXXXXX9533 was processed on 2025-07-16 with Dual validation.
First validation completed on 20250712 with outcome: PASSED.
Second validation completed on 20250711 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000633,{}
"Payment PAYMENT-000634 of ₹7692 from account XXXXXXXX2910 was processed on 2025-06-18 with Dual validation.
First validation completed on 20250613 with outcome: PASSED.
Second validation completed on 20250611 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000634,{}
"Payment PAYMENT-000635 of ₹2318 from account XXXXXXXX5272 was processed on 2025-06-21 with Single validation.
First validation completed on 20250617 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000635,{}
"Payment PAYMENT-000636 of ₹3352 from account XXXXXXXX1594 was processed on 2025-07-16 with Single validation.
First validation completed on 20250714 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000636,{}
"Payment PAYMENT-000637 of ₹5864 from account XXXXXXXX6665 was processed on 2025-06-28 with Dual validation.
First validation completed on 20250624 with outcome: PASSED.
Second validation completed on 20250621 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000637,{}
"Payment PAYMENT-000638 of ₹813 from account XXXXXXXX1385 was processed on 2025-07-26 with Single validation.
First validation completed on 20250725 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000638,{}
"Payment PAYMENT-000639 of ₹9339 from account XXXXXXXX6831 was processed on 2025-06-06 with Dual validation.
First validation completed on 20250602 with outcome: PASSED.
Second validation completed on 20250601 with outcome: PASSED.

Q1: Is Dual validation applied when the payment amount is above ₹5000?
Q2: Did all applicable validations pass for this payment?",PAYMENT-000639,{}
